code #,part #,model id,release,model #,cpu,gpu,emc,size,color
A1990,661-10355,MacBookPro15.3,Mid 2019,BTO,2.4 GHz Core i9-9980HK,Radeon Pro Vega 16/20,3359,15,SG
A1990,661-10355,MacBookPro15.1,Mid 2019,MV902LL/A,2.6 GHz Core i7-9750H,Radeon Pro 555X,3359,15,SG
A1990,661-10356,MacBookPro15.1,Mid 2018,MR962LL/A,2.2 GHz Core i7-8750H,Radeon Pro 555X,3215,15,Silver
A1990,661-10356,MacBookPro15.1,Mid 2018,MR972LL/A,2.6 GHz Core i7-8850H,Radeon Pro 560X/Radeon Pro Vega 16/20,3215,15,Silver
A1990,661-10356,MacBookPro15.3,Mid 2018,BTO,2.6 GHz Core i7-8850H,Radeon Pro Vega 16/20,3215,15,Silver
A1990,661-10356,MacBookPro15.1,Mid 2018,BTO,2.9 GHz Core i9-8950H,Radeon Pro Vega 16/20,3215,15,Silver
A1990,661-10356,MacBookPro15.3,Mid 2018,BTO,2.9 GHz Core i9-8950H,Radeon Pro Vega 16/20,3215,15,Silver
A1990,661-10356,MacBookPro15.1,Mid 2019,MV932LL/A,2.3 GHz Core i9-9880H,Radeon Pro 560X,3359,15,Silver
A1990,661-10356,MacBookPro15.3,Mid 2019,BTO,2.3 GHz Core i9-9880H,Radeon Pro Vega 16/20,3359,15,Silver
A1990,661-10356,MacBookPro15.1,Mid 2019,BTO,2.4 GHz Core i9-9980HK,Radeon Pro 555X/560X,3359,15,Silver
A1990,661-10356,MacBookPro15.3,Mid 2019,BTO,2.4 GHz Core i9-9980HK,Radeon Pro Vega 16/20,3359,15,Silver
A1990,661-10356,MacBookPro15.1,Mid 2019,MV922LL/A,2.6 GHz Core i7-9750H,Radeon Pro 555X,3359,15,Silver
! A2141
A2141,661-14200,MacBookPro16.1,2019,MVVK2LL/A,2.3 GHz Core i9-9880H,Radeon Pro 5500M,3347,16,SG
A2141,661-14200,MacBookPro16.1,2019,BTO,2.4 GHz Core i9-9980HK,Radeon Pro 5300M/5500M,3347,16,SG
A2141,661-14200,MacBookPro16.1,2019,MVVJ2LL/A,2.6 GHz Core i7-9750H,Radeon Pro 5300M,3347,16,SG
A2141,661-14200,MacBookPro16.4,2020,BTO,2.3 GHz Core i9-9880H,Radeon Pro 5600M,3347,16,SG
A2141,661-14200,MacBookPro16.4,2020,BTO,2.6 GHz Core i7-9750H,Radeon Pro 5600M,3347,16,SG
A2141,661-14200,MacBookPro16.4,2020,BTO,2.4 GHz Core i9-9980HK,Radeon Pro 5600M,3347,16,SG
A2141,661-14201,MacBookPro16.1,2019,MVVM2LL/A,2.3 GHz Core i9-9880H,Radeon Pro 5500M,3347,16,Silver
A2141,661-14201,MacBookPro16.1,2019,BTO,2.4 GHz Core i9-9980HK,Radeon Pro 5300M/5500M,3347,16,Silver
A2141,661-14201,MacBookPro16.1,2019,MVVL2LL/A,2.6 GHz Core i7-9750H,Radeon Pro 5300M,3347,16,Silver
A2141,661-14201,MacBookPro16.4,2020,BTO,2.3 GHz Core i9-9880H,Radeon Pro 5600M,3347,16,Silver
A2141,661-14201,MacBookPro16.4,2020,BTO,2.6 GHz Core i7-9750H,Radeon Pro 5600M,3347,16,Silver
A2141,661-14201,MacBookPro16.4,2020,BTO,2.4 GHz Core i9-9980HK,Radeon Pro 5600M,3347,16,Silver
! A2159/A1989
A2159,661-12829,MacBookPro15.4,2019,MUHN2LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3301,13,SG
A2159,661-12829,MacBookPro15.4,2019,MUHP2LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3301,13,SG
A2159/A1989,661-12829,MacBookPro15.2,Mid 2019,MV962LL/A,2.4 GHz Core i5-8279U,Iris Plus Graphics 655,3358,13,SG
A2159/A1989,661-12829,MacBookPro15.2,Mid 2019,MV972LL/A,2.4 GHz Core i5-8279U,Iris Plus Graphics 655,3358,13,SG
A2159/A1989,661-12829,MacBookPro15.2,Mid 2019,BTO,2.8 GHz Core i7-8569U,Iris Plus Graphics 655,3358,13,SG
A2159,661-12830,MacBookPro15.4,2019,MUHQ2LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 655,3301,13,Silver
A2159,661-12830,MacBookPro15.4,2019,MUHR2LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 655,3301,13,Silver
A2159/A1989,661-12830,MacBookPro15.2,Mid 2019,MV962LL/A,2.4 GHz Core i5-8279U,Iris Plus Graphics 655,3358,13,Silver
A2159/A1989,661-12830,MacBookPro15.2,Mid 2019,MV972LL/A,2.4 GHz Core i5-8279U,Iris Plus Graphics 655,3358,13,Silver
A2159/A1989,661-12830,MacBookPro15.2,Mid 2019,BTO,2.8 GHz Core i7-8569U,Iris Plus Graphics 655,3358,13,Silver
! A2179
A2179,661-15389,MacBookAir9.1,2020,MWTJ2LL/A,1.1GHz Core i3-1000NG4,Iris Plus,3302,13,SG
A2179,661-15389,MacBookAir9.1,2020,MVH22LL/A,1.1GHz Core i5-1030NG7,Iris Plus,3302,13,SG
A2179,661-15389,MacBookAir9.1,2020,BTO,1.2GHz Core i7-1060NG7,Iris Plus,3302,13,SG
A2179,661-15390,MacBookAir9.1,2020,MWTK2LL/A,1.1GHz Core i3-1000NG4,Iris Plus,3302,13,Silver
A2179,661-15390,MacBookAir9.1,2020,MVH42LL/A,1.1GHz Core i5-1030NG7,Iris Plus,3302,13,Silver
A2179,661-15390,MacBookAir9.1,2020,BTO,1.2GHz Core i7-1060NG7,Iris Plus,3302,13,Silver
A2179,661-15391,MacBookAir9.1,2020,MWTK2LL/A,1.1GHz Core i3-1000NG4,Iris Plus,3302,13,Gold
A2179,661-15391,MacBookAir9.1,2020,MVH42LL/A,1.1GHz Core i5-1030NG7,Iris Plus,3302,13,Gold
A2179,661-15391,MacBookAir9.1,2020,BTO,1.2GHz Core i7-1060NG7,Iris Plus,3302,13,Gold
! A2251/A2289
A2251/A2289,661-15732,MacBookPro16.2,2020,MWP42LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,SG
A2251/A2289,661-15732,MacBookPro16.2,2020,MWP52LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,SG
A2251/A2289,661-15732,MacBookPro16.2,2020,BTO,2.3 GHz Core i7-1068NG7,Iris Plus,3348,13,SG
A2251/A2289,661-15732,MacBookPro16.3,2020,MXK32LL/A,1.4 GHz Core i5-8257U,Iris Plus,3456,13,SG
A2251/A2289,661-15732,MacBookPro16.3,2020,MXK52LL/A,1.4 GHz Core i5-8257U,Iris Plus,3456,13,SG
A2251/A2289,661-15732,MacBookPro16.3,2020,BTO,1.7 GHz Core i7-8357U,Iris Plus,3456,13,SG
A2251/A2289,661-15733,MacBookPro16.2,2020,MXK32LL/A,1.4 GHz Core i5-8257U,Iris Plus,3456,13,Silver
A2251/A2289,661-15733,MacBookPro16.2,2020,MXK52LL/A,1.4 GHz Core i5-8257U,Iris Plus,3456,13,Silver
A2251/A2289,661-15733,MacBookPro16.2,2020,BTO,1.7 GHz Core i7-8357U,Iris Plus,3456,13,Silver
A2251/A2289,661-15733,MacBookPro16.3,2020,MWP72LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,Silver
A2251/A2289,661-15733,MacBookPro16.3,2020,MWP82LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,Silver
A2251/A2289,661-15733,MacBookPro16.3,2020,BTO,2.3 GHz Core i7-1068NG7,Iris Plus,3348,13,Silver
! A2289/A2251
A2251/A2289,661-15732,MacBookPro16.2,2020,MWP42LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,SG
A2251/A2289,661-15732,MacBookPro16.2,2020,MWP52LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,SG
A2251/A2289,661-15732,MacBookPro16.2,2020,BTO,2.3 GHz Core i7-1068NG7,Iris Plus,3348,13,SG
A2289/A2251,661-15732,MacBookPro16.3,2020,MXK32LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3456,13,SG
A2289/A2251,661-15732,MacBookPro16.3,2020,MXK52LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3456,13,SG
A2289/A2251,661-15732,MacBookPro16.3,2020,BTO,1.7 GHz Core i7-8357U,Iris Plus Graphics 645,3456,13,SG
A2251/A2289,661-15733,MacBookPro16.3,2020,MWP72LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,Silver
A2251/A2289,661-15733,MacBookPro16.3,2020,MWP82LL/A,2.0 GHz Core i5-1038NG7,Iris Plus,3348,13,Silver
A2251/A2289,661-15733,MacBookPro16.3,2020,BTO,2.3 GHz Core i7-1068NG7,Iris Plus,3348,13,Silver
A2289/A2251,661-15733,MacBookPro16.2,2020,MXK32LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3456,13,Silver
A2289/A2251,661-15733,MacBookPro16.2,2020,MXK52LL/A,1.4 GHz Core i5-8257U,Iris Plus Graphics 645,3456,13,Silver
A2289/A2251,661-15733,MacBookPro16.2,2020,BTO,1.7 GHz Core i7-8357U,Iris Plus Graphics 645,3456,13,Silver
! A2337
A2337,661-16806,MacBookAir10.1,2020,MGN63LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (7 Core),3598,13,SG
A2337,661-16806,MacBookAir10.1,2020,MGN73LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3598,13,SG
A2337,661-16807,MacBookAir10.1,2020,MGN93LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (7 Core),3598,13,Silver
A2337,661-16807,MacBookAir10.1,2020,MGNA3LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3598,13,Silver
A2337,661-16808,MacBookAir10.1,2020,MGND3LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (7 Core),3598,13,Gold
A2337,661-16808,MacBookAir10.1,2020,MGNE3LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3598,13,Gold
! A2338
A2338,661-17548,MacBookPro17.1,2020,MYD82LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3578,13,SG
A2338,661-17548,MacBookPro17.1,2020,MYD92LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3578,13,SG
A2338,661-17548,Mac14.7,2022,MNEH3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),8162,13,SG
A2338,661-17548,Mac14.7,2022,MNEJ3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),8162,13,SG
A2338,661-17549,MacBookPro17.1,2020,MYDA2LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3578,13,Silver
A2338,661-17549,MacBookPro17.1,2020,MYDC2LL/A,3.2 GHz Apple M1 (8 Core),Apple M1 (8 Core),3578,13,Silver
A2338,661-17549,Mac14.7,2022,MNEP3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),8162,13,Silver
A2338,661-17549,Mac14.7,2022,MNEQ3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),8162,13,Silver
! A2442
A2442,661-21972,MacBookPro18.3,2021,MKGP3LL/A,3.2 GHz Apple M1 Pro (8 Core),Apple M1 Pro (14 Core),3650,14,SG
A2442,661-21972,MacBookPro18.3,2021,MKGQ3LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3650,14,SG
A2442,661-21972,MacBookPro18.3,2021,BTO,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (14 Core),3650,14,SG
A2442,661-21972,MacBookPro18.4,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (24 Core),3650,14,SG
A2442,661-21972,MacBookPro18.4,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (32 Core),3650,14,SG
A2442,661-21973,MacBookPro18.3,2021,MKGR3LL/A,3.2 GHz Apple M1 Pro (8 Core),Apple M1 Pro (14 Core),3650,14,Silver
A2442,661-21973,MacBookPro18.3,2021,MKGT3LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3650,14,Silver
A2442,661-21973,MacBookPro18.3,2021,BTO,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (14 Core),3650,14,Silver
A2442,661-21973,MacBookPro18.4,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (24 Core),3650,14,Silver
A2442,661-21973,MacBookPro18.4,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (32 Core),3650,14,Silver
! A2485
A2485,661-21968,MacBookPro18.1,2021,MK183LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3651,16,SG
A2485,661-21968,MacBookPro18.1,2021,MK193LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3651,16,SG
A2485,661-21968,MacBookPro18.2,2021,MK1A3LL/A,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (32 Core),3651,16,SG
A2485,661-21968,MacBookPro18.2,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (24 Core),3651,16,SG
A2485,661-21969,MacBookPro18.1,2021,MK1E3LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3651,16,Silver
A2485,661-21969,MacBookPro18.1,2021,MK1F3LL/A,3.2 GHz Apple M1 Pro (10 Core),Apple M1 Pro (16 Core),3651,16,Silver
A2485,661-21969,MacBookPro18.2,2021,MK1H3LL/A,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (32 Core),3651,16,Silver
A2485,661-21969,MacBookPro18.2,2021,BTO,3.2 GHz Apple M1 Max (10 Core),Apple M1 Max (24 Core),3651,16,Silver
! A2681
A2681,661-25797,Mac14.2,2022,MLXW3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,SG
A2681,661-25797,Mac14.2,2022,MC7U4LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,SG
A2681,661-25797,Mac14.2,2022,MLXX3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),4074,13,SG
A2681,661-25798,Mac14.2,2022,MLXY3LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Silver
A2681,661-25798,Mac14.2,2022,MC7V4LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Silver
A2681,661-25798,Mac14.2,2022,MLY03LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),4074,13,Silver
A2681,661-25799,Mac14.2,2022,MLY13LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Starlight
A2681,661-25799,Mac14.2,2022,MC7W4LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Starlight
A2681,661-25799,Mac14.2,2022,MLY23LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),4074,13,Starlight
A2681,661-25800,Mac14.2,2022,MLY33LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Midnight
A2681,661-25800,Mac14.2,2022,MC7X4LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (8 Core),4074,13,Midnight
A2681,661-25800,Mac14.2,2022,MLY43LL/A,3.49 GHz Apple M2 (8 Core),Apple M2 (10 Core),4074,13,Midnight
! A2780
A2780,661-32187,Mac14.10,2023,MNW83LL/A,3.49GHz Apple M2 Pro (12 Core),Apple M2 Pro (19 Core),8103,16,SG
A2780,661-32187,Mac14.10,2023,MNW93LL/A,3.49GHz Apple M2 Pro (12 Core),Apple M2 Pro (19 Core),8103,16,SG
A2780,661-32187,Mac14.6,2023,MNWA3LL/A,3.68GHz Apple M2 Max (12 Core),Apple M2 Max (38 Core),8103,16,SG
A2780,661-32187,Mac14.6,2023,BTO,3.68GHz Apple M2 Max (12 Core),Apple M2 Max (30 Core),8103,16,SG
A2780,661-32188,Mac14.10,2023,MNWC3LL/A,3.49GHz Apple M2 Pro (12 Core),Apple M2 Pro (19 Core),8103,16,Silver
A2780,661-32188,Mac14.10,2023,MNWD3LL/A,3.49GHz Apple M2 Pro (12 Core),Apple M2 Pro (19 Core),8103,16,Silver
A2780,661-32188,Mac14.6,2023,MNWE3LL/A,3.68GHz Apple M2 Max (12 Core),Apple M2 Max (38 Core),8103,16,Silver
A2780,661-32188,Mac14.6,2023,BTO,3.68GHz Apple M2 Max (12 Core),Apple M2 Max (30 Core),8103,16,Silver
! A2918
A2918,661-35704,Mac15.3,2023,MTL73LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,SG
A2918,661-35704,Mac15.3,2023,MTL83LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,SG
A2918,661-35704,Mac15.3,2023,MXE03LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,SG
A2918,661-35705,Mac15.3,2023,MR7J3LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,Silver
A2918,661-35705,Mac15.3,2023,MR7K3LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,Silver
A2918,661-35705,Mac15.3,2023,MXE13LL/A,4.05GHz Apple M3 (8 Core),Apple M3 (10 Core),8304,14,Silver
! A2941/A3114
A2941/A3114,661-34702,Mac14.15,2023,MQKP3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,SG
A2941/A3114,661-34702,Mac14.15,2023,MQKQ3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,SG
A2941/A3114,661-34702,Mac15.13,2024,MRYM3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,SG
A2941/A3114,661-34702,Mac15.13,2024,MRYN3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,SG
A2941/A3114,661-34702,Mac15.13,2024,MXD13LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,SG
A2941/A3114,661-34702,Mac15.13,2024,MC9D4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,SG
A2941/A3114,661-34702,Mac15.13,2024,MC9H4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,SG
A2941/A3114,661-34703,Mac14.15,2023,MQKR3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Silver
A2941/A3114,661-34703,Mac14.15,2023,MQKT3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Silver
A2941/A3114,661-34703,Mac15.13,2024,MRYP3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Silver
A2941/A3114,661-34703,Mac15.13,2024,MRYQ3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Silver
A2941/A3114,661-34703,Mac15.13,2024,MXD23LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Silver
A2941/A3114,661-34703,Mac15.13,2024,MC9E4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Silver
A2941/A3114,661-34703,Mac15.13,2024,MC9J4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Silver
A2941/A3114,661-34704,Mac14.15,2023,MQKU3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Starlight
A2941/A3114,661-34704,Mac14.15,2023,MQKV3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Starlight
A2941/A3114,661-34704,Mac15.13,2024,MRYR3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Starlight
A2941/A3114,661-34704,Mac15.13,2024,MRYT3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Starlight
A2941/A3114,661-34704,Mac15.13,2024,MXD33LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Starlight
A2941/A3114,661-34704,Mac15.13,2024,MC9F4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Starlight
A2941/A3114,661-34704,Mac15.13,2024,MC9K4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Starlight
A2941/A3114,661-34705,Mac14.15,2023,MQKW3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Midnight
A2941/A3114,661-34705,Mac14.15,2023,MQKX3LL/A,3.49GHz Apple M2 (8 Core),Apple M2 (10 Core),8301,14,Midnight
A2941/A3114,661-34705,Mac15.13,2024,MRYU3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Midnight
A2941/A3114,661-34705,Mac15.13,2024,MRYV3LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Midnight
A2941/A3114,661-34705,Mac15.13,2024,MXD43LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Midnight
A2941/A3114,661-34705,Mac15.13,2024,MC9G4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Midnight
A2941/A3114,661-34705,Mac15.13,2024,MC9L4LL/A,4.05 GHz Apple M3 (8 Core),Apple M3 (10 Core),8612,14,Midnight
! A2991
A2991,661-38683,Mac15.7,Late 2023,MRW13LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8408,16,SB
A2991,661-38683,Mac15.7,Late 2023,MRW23LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8408,16,SB
A2991,661-38683,Mac15.11,Late 2023,MRW33LL/A,4.05 GHz Apple M3 Max (14 Core),Apple M3 Max (30 Core),8408,16,SB
A2991,661-38683,Mac15.9,Late 2023,MUW63LL/A,4.05 GHz Apple M3 Max (16 Core),Apple M3 Max (40 Core),8408,16,SB
A2991,661-38684,Mac15.7,Late 2023,MRW43LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8408,16,Silver
A2991,661-38684,Mac15.7,Late 2023,MRW63LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8408,16,Silver
A2991,661-38684,Mac15.11,Late 2023,MRW73LL/A,4.05 GHz Apple M3 Max (14 Core),Apple M3 Max (30 Core),8408,16,Silver
A2991,661-38684,Mac15.9,Late 2023,MUW73LL/A,4.05 GHz Apple M3 Max (16 Core),Apple M3 Max (40 Core),8408,16,Silver
! A2992
A2992,661-37952,Mac15.6,Late 2023,MRX33LL/A,4.05 GHz Apple M3 Pro (11 Core),Apple M3 Pro (14 Core),8407,14,SB
A2992,661-37952,Mac15.6,Late 2023,MRX43LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8407,14,SB
A2992,661-37952,Mac15.10,Late 2023,MRX53LL/A,4.05 GHz Apple M3 Max (14 Core),Apple M3 Max (30 Core),8407,14,SB
A2992,661-37952,Mac15.8,Late 20223,BTO,4.05 GHz Apple M3 Max (16 Core),Apple M3 Max (40 Core),8407,14,SB
A2992,661-37953,Mac15.6,Late 2023,MRX63LL/A,4.05 GHz Apple M3 Pro (11 Core),Apple M3 Pro (14 Core),8407,14,Silver
A2992,661-37953,Mac15.6,Late 2023,MRX73LL/A,4.05 GHz Apple M3 Pro (12 Core),Apple M3 Pro (18 Core),8407,14,Silver
A2992,661-37953,Mac15.10,Late 2023,MRX83LL/A,4.05 GHz Apple M3 Max (14 Core),Apple M3 Max (30 Core),8407,14,Silver
A2992,661-37953,Mac15.8,Late 20223,BTO,4.05 GHz Apple M3 Max (16 Core),Apple M3 Max (40 Core),8407,14,Silver